index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,year
4022,Ringwood,4 Norman Ct,3,h,,PI,Woodards,6/17/2017,19.9,3134,3,1,1,737,126,1970,Maroondah,-37.8021,145.23473,Eastern Metropolitan,7785,2017
4023,Camberwell,14 Hollsmoor Rd,3,h,,S,Noel,9/24/2016,7.8,3124,3,1,1,891,126,1970,Boroondara,-37.8408,145.0905,Southern Metropolitan,8920,2016
4024,Bentleigh East,6 Gray St,3,h,,S,Buxton,6/27/2016,13.9,3165,3,1,1,0,126,1970,Glen Eira,-37.9218,145.053,Southern Metropolitan,10969,2016
4025,Williamstown North,3 Myrtle St,4,h,,SP,Sweeney,8/13/2016,8.9,3016,4,1,3,468,139,1970,Hobsons Bay,-37.8559,144.8785,Western Metropolitan,802,2016
4026,Fitzroy North,75/682 Nicholson St,3,u,,S,Woodards,8/12/2017,3.6,3068,3,2,1,6712,126,1970,Yarra,-37.78334,144.97782,Northern Metropolitan,6244,2017
4027,Middle Park,171 Ashworth St,3,h,,S,Greg,7/26/2016,4.1,3206,3,2,2,181,212,2010,Port Phillip,-37.8536,144.9625,Southern Metropolitan,2019,2016
4028,Niddrie,13 The Avenue,3,h,,S,Nelson,5/27/2017,10.4,3042,3,1,2,577,126,1970,Moonee Valley,-37.73521,144.87709,Western Metropolitan,2291,2017
4029,Northcote,6 Brooke St,3,h,,SP,Jellis,10/8/2016,5.5,3070,3,1,3,472,101,1924,Darebin,-37.7765,145.0027,Northern Metropolitan,11364,2016
4030,Richmond,247 Church St,3,h,,PI,Jellis,6/4/2016,2.6,3121,3,1,1,199,105,1900,Yarra,-37.8193,144.9993,Northern Metropolitan,14949,2016
4031,Port Melbourne,308/15 Pickles St,3,u,,S,Greg,6/24/2017,3.5,3207,3,1,2,0,80,2008,Port Phillip,-37.84426,144.94415,Southern Metropolitan,8648,2017
4032,Bentleigh,4 Daley St,3,h,,S,hockingstuart,7/16/2016,13,3204,3,1,2,624,143,1950,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795,2016
4033,Box Hill,2/8 Simpsons Rd,2,u,,S,Philip,9/23/2017,10.9,3128,2,1,1,84,77,1970,,-37.8179,145.1341,Eastern Metropolitan,4605,2017
4034,Burwood East,2 Howitt Pl,3,h,,S,Fletchers,9/3/2017,14.7,3151,3,2,2,369,126,1970,,-37.85793,145.13925,Eastern Metropolitan,4048,2017
4035,Bulleen,153 Thompsons Rd,2,h,,S,Fletchers,11/12/2016,11.8,3105,2,1,2,559,126,1970,Manningham,-37.7739,145.094,Eastern Metropolitan,4480,2016
4036,Glenroy,3/27 Harold St,2,u,,PI,Jason,8/6/2016,13,3046,2,1,1,164,100,2010,Moreland,-37.7072,144.9252,Northern Metropolitan,8870,2016
4037,Malvern East,1/3 Steele St,2,u,,S,Rendina,9/24/2016,11.2,3145,2,1,1,0,126,1960,Stonnington,-37.8713,145.0515,Southern Metropolitan,8801,2016
4038,Sunshine,24 Martin St,4,h,,S,Bells,3/4/2017,12.6,3020,4,1,0,726,181,1940,Brimbank,-37.7864,144.8353,Western Metropolitan,3755,2017
4039,Balwyn North,15 Ellendale St,3,t,,S,Christopher,8/6/2016,9.2,3104,3,2,1,207,144,2003,Boroondara,-37.7893,145.092,Southern Metropolitan,7809,2016
4040,Carnegie,215 Neerim Rd,3,h,,VB,Gary,5/14/2016,11.4,3163,3,1,1,586,126,1970,Glen Eira,-37.888,145.0505,Southern Metropolitan,7822,2016
4041,Dandenong North,1/30 Boyd St,4,u,,S,C21,7/29/2017,24.7,3175,4,3,2,279,126,2008,Greater Dandenong,-37.96769,145.21732,South-Eastern Metropolitan,8322,2017
4042,Burwood,29 Meldan St,2,h,,S,Fletchers,4/16/2016,11.7,3125,2,1,2,593,82,1950,Whitehorse,-37.8444,145.1054,Southern Metropolitan,5678,2016
4043,Footscray,4/33 Ballarat Rd,3,t,,S,Nelson,9/3/2016,6.4,3011,3,1,1,259,126,1970,Maribyrnong,-37.7955,144.9063,Western Metropolitan,7570,2016
4044,Yarraville,23 Lennox St,3,h,,SP,Village,2/25/2017,7,3013,3,3,2,386,172,1940,Maribyrnong,-37.816,144.8936,Western Metropolitan,6543,2017
4045,Yarraville,96 Pentland Pde,3,h,,VB,hockingstuart,9/9/2017,6.3,3013,3,1,0,221,137,1948,,-37.81284,144.89159,Western Metropolitan,6543,2017
4046,Forest Hill,41 Parkmore Rd,4,h,,VB,Noel,9/16/2017,15.4,3131,4,2,3,587,126,1970,,-37.84154,145.17606,Eastern Metropolitan,4385,2017
4047,Pascoe Vale,58 Cumberland Rd,2,h,,SP,hockingstuart,11/27/2016,9.9,3044,2,1,1,428,126,1970,Moreland,-37.7333,144.9384,Northern Metropolitan,7485,2016
4048,Hadfield,42 West St,3,h,,S,Brad,9/24/2016,12.1,3046,3,2,4,560,126,1970,Moreland,-37.7136,144.9374,Northern Metropolitan,2606,2016
4049,Caulfield North,7 Cambridge St,3,h,,S,Marshall,2/25/2017,8.1,3161,3,2,1,339,126,1970,Glen Eira,-37.8622,145.0112,Southern Metropolitan,6923,2017
4050,Brunswick,17 Ballarat St,2,h,,VB,Nelson,5/13/2017,5.2,3056,2,1,1,153,126,1970,Moreland,-37.766,144.9609,Northern Metropolitan,11918,2017
4051,Ivanhoe East,3/204 The Boulevard,1,u,,S,Miles,8/28/2016,9,3079,1,1,1,0,126,1960,Banyule,-37.7767,145.0543,Eastern Metropolitan,1554,2016
4052,Brunswick,5 Black St,3,h,,S,Collins,6/18/2016,5.2,3056,3,2,1,0,195,1945,Moreland,-37.7763,144.9597,Northern Metropolitan,11918,2016
4053,Greensborough,55 Booyan Cr,3,h,,S,Barry,8/12/2017,16.1,3088,3,1,1,594,95,1993,Nillumbik,-37.69039,145.09753,Northern Metropolitan,8524,2017
4054,Reservoir,2/963 High St,2,u,,S,Nelson,4/16/2016,11.2,3073,2,1,1,0,65,1960,Darebin,-37.7093,145.0084,Northern Metropolitan,21650,2016
4055,Bentleigh East,36a Barrington St,3,t,,PI,Buxton,8/28/2016,13.9,3165,3,2,1,209,126,1970,Glen Eira,-37.9131,145.07,Southern Metropolitan,10969,2016
4056,Collingwood,5 Charlotte St,2,h,,SP,Peter,11/19/2016,1.6,3066,2,1,2,159,86,1880,Yarra,-37.7962,144.9887,Northern Metropolitan,4553,2016
4057,Northcote,17B McFarlane St,2,h,,S,McGrath,3/18/2017,5.5,3070,2,2,1,152,120,1970,Darebin,-37.7661,145.0001,Northern Metropolitan,11364,2017
4058,South Yarra,30 Nicholson St,3,t,,S,Kay,5/20/2017,3.3,3141,3,2,2,201,126,1970,Stonnington,-37.8428,144.9877,Southern Metropolitan,14887,2017
4059,Hawthorn,7/21 Elphin Gr,1,u,,PI,RT,5/7/2016,4.6,3122,1,1,1,0,52,1970,Boroondara,-37.8177,145.0424,Southern Metropolitan,11308,2016
4060,Balwyn North,2/18 Doncaster Rd,3,t,,PI,Ray,7/1/2017,9.7,3104,3,3,2,200,126,1970,Boroondara,-37.79362,145.0652,Southern Metropolitan,7809,2017
4061,Ivanhoe,2/53 Norman St,2,u,,S,Miles,8/22/2016,7.9,3079,2,2,2,147,126,1980,Banyule,-37.7679,145.0467,Eastern Metropolitan,5549,2016
4062,Clifton Hill,15/14 The Esplanade,2,u,,S,Jellis,4/8/2017,3.4,3068,2,1,1,72,90,1980,Yarra,-37.7881,145.0058,Northern Metropolitan,2954,2017
4063,Reservoir,12 Nisbett St,3,h,,S,Barry,8/13/2016,11.2,3073,3,1,2,592,84,1960,Darebin,-37.728,145.0352,Northern Metropolitan,21650,2016
4064,Balaclava,16 Grosvenor St,3,h,,S,McGrath,8/26/2017,6.4,3183,3,1,2,325,126,1970,,-37.87202,144.99123,Southern Metropolitan,2952,2017
4065,Canterbury,12a View St,3,h,,PI,Marshall,7/26/2016,9,3126,3,2,2,361,216,1995,Boroondara,-37.8206,145.0785,Southern Metropolitan,3265,2016
4066,Braybrook,80 South Rd,4,h,,VB,Biggin,9/17/2016,10.8,3019,4,2,1,283,154,1990,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589,2016
4067,Malvern East,16A Manning Rd,3,h,,S,Marshall,12/3/2016,11.2,3145,3,3,1,376,254,1930,Stonnington,-37.8727,145.0458,Southern Metropolitan,8801,2016
4068,Southbank,6/77 Dodds St,4,u,,S,Ray,5/7/2016,1.2,3006,4,3,1,0,172,1995,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400,2016
4069,Newport,99 Anderson St,3,h,,S,RT,10/8/2016,8.4,3015,3,1,1,185,126,1970,Hobsons Bay,-37.8447,144.8734,Western Metropolitan,5498,2016
4070,Brighton East,4 Bruce St,4,h,,S,Buxton,5/28/2016,10.7,3187,4,1,2,656,150,1930,Bayside,-37.9027,145.0225,Southern Metropolitan,6938,2016
4071,Mont Albert,1/381 Elgar Rd,3,t,,S,Fletchers,7/29/2017,10.2,3127,3,1,1,248,126,2000,Whitehorse,-37.82335,145.11358,Eastern Metropolitan,2079,2017
4072,South Morang,16/74 Thomas St,2,t,,SP,Harcourts,7/15/2017,20.5,3752,2,1,1,305,131,1999,Whittlesea,-37.6522,145.09261,Northern Metropolitan,7969,2017
4073,Balwyn North,14 Hedderwick St,4,h,,S,Noel,6/18/2016,9.2,3104,4,3,4,707,126,1970,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809,2016
4074,Balwyn North,15 Moody St,4,h,,S,Marshall,12/10/2016,9.2,3104,4,3,2,1070,247,1992,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809,2016
4075,Box Hill,57 Combarton St,6,h,,PI,McGrath,6/24/2017,10.9,3128,6,3,3,786,126,1970,Whitehorse,-37.82616,145.12748,Eastern Metropolitan,4605,2017
4076,Bentleigh,81 Fromer St,4,h,,S,hockingstuart,8/22/2016,13,3204,4,2,2,611,168,1970,Glen Eira,-37.9289,145.0481,Southern Metropolitan,6795,2016
4077,Kew East,13 Ramsay Av,3,h,,S,Nelson,8/19/2017,7.3,3102,3,2,2,664,188,1930,,-37.79639,145.04595,Southern Metropolitan,2671,2017
4078,Oakleigh South,24 Guest Rd,3,h,,S,Buxton,10/15/2016,14.7,3167,3,1,4,743,126,1970,Monash,-37.9129,145.094,South-Eastern Metropolitan,3692,2016
4079,Port Melbourne,405/2 Rouse St,1,u,,S,Marshall,2/25/2017,3.8,3207,1,1,1,6866,63,2010,Port Phillip,-37.8443,144.9437,Southern Metropolitan,8648,2017
4080,St Albans,9 Gray Ct,3,h,,PI,YPA,7/1/2017,14,3021,3,1,2,563,171,1989,Brimbank,-37.7627,144.81107,Western Metropolitan,14042,2017
4081,Eaglemont,27 Glen Dr,3,h,,S,Nelson,11/12/2016,10.3,3084,3,1,2,846,180,1955,Banyule,-37.7666,145.0591,Eastern Metropolitan,1651,2016
4082,Gowanbrae,8 Perth Ct,4,h,,PI,Nelson,5/14/2016,13.6,3043,4,2,2,453,213,2007,Moreland,-37.7016,144.8974,Western Metropolitan,1071,2016
4083,Lalor,60 Robert St,4,h,,S,Love,7/29/2017,16.3,3075,4,1,1,627,126,1970,Whittlesea,-37.66781,145.00926,Northern Metropolitan,8279,2017
4084,Rosanna,179 Beverley Rd,3,h,,S,Nelson,8/26/2017,8.9,3084,3,1,2,609,124,1960,,-37.74351,145.07965,Eastern Metropolitan,3540,2017
4085,Hawthorn,2/472 Glenferrie Rd,1,u,,SP,Kay,5/28/2016,4.6,3122,1,1,1,0,126,1970,Boroondara,-37.8339,145.0335,Southern Metropolitan,11308,2016
4086,Sandringham,121 Sandringham Rd,5,h,,S,Marshall,9/9/2017,15.2,3191,5,3,2,553,273,1925,,-37.95185,145.01859,Southern Metropolitan,4497,2017
4087,South Yarra,6/21 Kensington Rd,2,u,,S,Williams,10/15/2016,3.3,3141,2,1,0,0,126,1970,Stonnington,-37.8383,145.0011,Southern Metropolitan,14887,2016
4088,St Kilda,4/63 Carlisle St,2,u,,S,Ray,7/22/2017,5,3182,2,1,1,463,126,1960,Port Phillip,-37.86761,144.98337,Southern Metropolitan,13240,2017
4089,Kensington,205/72 Altona St,1,u,,SP,Edward,5/27/2017,3.4,3031,1,1,1,0,56,2008,Melbourne,-37.79741,144.92614,Northern Metropolitan,5263,2017
4090,Northcote,118 Westgarth St,3,h,,PI,Jellis,7/30/2016,5.5,3070,4,1,8,727,126,1900,Darebin,-37.7825,145.0072,Northern Metropolitan,11364,2016
4091,Doncaster East,26 Champion St,3,h,,S,Jellis,7/15/2017,14.3,3109,3,1,2,725,126,1970,Manningham,-37.78707,145.15161,Eastern Metropolitan,10999,2017
4092,Preston,216 Gower St,3,h,,S,hockingstuart,11/7/2016,8.8,3072,3,1,2,581,126,1970,Darebin,-37.7411,145.0115,Northern Metropolitan,14577,2016
4093,Glen Iris,73 Pascoe St,3,h,,S,Jellis,5/7/2016,9.2,3146,3,2,2,625,188,1951,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412,2016
4094,St Kilda,7/1 St Kilda Rd,3,u,,S,Pride,6/4/2016,6.1,3182,2,2,2,0,115,1995,Port Phillip,-37.8573,144.9825,Southern Metropolitan,13240,2016
4095,Brunswick West,4/22 Murray St,2,u,,PI,Brad,9/10/2016,5.9,3055,2,1,1,0,126,1970,Moreland,-37.7594,144.9427,Northern Metropolitan,7082,2016
4096,Northcote,20 Salisbury Gr,2,h,,PI,McGrath,9/10/2016,5.5,3070,2,1,1,136,78,2000,Darebin,-37.7651,145.0027,Northern Metropolitan,11364,2016
4097,Flemington,43 Finsbury St,3,h,,PI,Nelson,10/8/2016,4.4,3031,3,1,1,272,131,1885,Moonee Valley,-37.7857,144.931,Northern Metropolitan,3593,2016
4098,Preston,3/152 Tyler St,1,u,,SP,Brad,4/29/2017,8.8,3072,1,1,1,896,65,2011,Darebin,-37.7316,145.0201,Northern Metropolitan,14577,2017
4099,Epping,12 Cabot Dr,3,h,,S,Harcourts,5/27/2017,19.6,3076,3,2,2,553,117,1975,Whittlesea,-37.64463,145.04155,Northern Metropolitan,10926,2017
4100,Brunswick,38 Edward St,3,h,,S,Jellis,4/8/2017,5.2,3056,3,2,1,192,120,1910,Moreland,-37.7743,144.9637,Northern Metropolitan,11918,2017
4101,Moonee Ponds,4 Milverton St,4,h,,SP,Jellis,4/16/2016,6.9,3039,4,1,1,583,126,1970,Moonee Valley,-37.7682,144.9151,Western Metropolitan,6232,2016
4102,Hawthorn,18 Violet Gr,3,h,,S,Jellis,9/10/2016,4.6,3122,3,2,1,373,126,1970,Boroondara,-37.8281,145.0391,Southern Metropolitan,11308,2016
4103,Balwyn North,2/37 Aylmer St,3,h,,VB,Kay,5/27/2017,9.7,3104,3,2,2,975,147,1985,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809,2017
4104,Glenroy,2 Roy St,4,h,,VB,Peter,3/4/2017,13,3046,4,2,1,683,138,2017,Moreland,-37.6964,144.9314,Northern Metropolitan,8870,2017
4105,Brighton East,6 Coronation St,3,h,,S,Hodges,4/22/2017,10.7,3187,3,1,1,590,126,1970,Bayside,-37.9012,145.008,Southern Metropolitan,6938,2017
4106,Bentleigh,2 Osborne Av,3,t,,S,hockingstuart,7/29/2017,11.4,3204,3,3,2,307,177,2014,Glen Eira,-37.91648,145.04927,Southern Metropolitan,6795,2017
4107,Yarraville,37 Ballarat St,3,h,,PI,Sweeney,9/23/2017,6.3,3013,3,2,2,277,126,1970,,-37.81732,144.89091,Western Metropolitan,6543,2017
4108,West Footscray,9/24 Dongola Rd,3,h,,S,Jas,9/24/2016,8.2,3012,3,2,3,446,126,2006,Maribyrnong,-37.7923,144.8814,Western Metropolitan,5058,2016
4109,Yarraville,3/107 Somerville Rd,2,u,,VB,Jas,9/10/2016,7,3013,2,1,1,0,126,1970,Maribyrnong,-37.8133,144.8865,Western Metropolitan,6543,2016
4110,Airport West,49 Roberts Rd,4,h,,S,Prof.,11/27/2016,13.5,3042,4,1,2,509,126,1970,Moonee Valley,-37.7261,144.8785,Western Metropolitan,3464,2016
4111,Hawthorn East,2/28 Caroline St,3,t,,S,Marshall,3/4/2017,7.5,3123,3,2,2,166,126,1980,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482,2017
4112,Tarneit,4 Welford St,4,h,,SP,Reliance,8/12/2017,18.4,3029,4,2,2,452,159,2009,Wyndham,-37.83851,144.6887,Western Metropolitan,10160,2017
4113,Williamstown,8 Long St,2,h,,S,Sweeney,3/4/2017,8,3016,2,1,4,445,148,1970,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380,2017
4114,Elwood,31 Goldsmith St,3,h,,S,Chisholm,12/3/2016,7.7,3184,3,1,2,463,126,1970,Port Phillip,-37.8787,144.985,Southern Metropolitan,8989,2016
4115,Carnegie,68 Leila Rd,4,h,,PI,Ray,2/25/2017,11.4,3163,4,3,3,650,126,1970,Glen Eira,-37.9011,145.051,Southern Metropolitan,7822,2017
4116,Prahran,20 King St,2,h,,VB,Biggin,5/27/2017,4.6,3181,2,1,0,117,48,1900,Stonnington,-37.84998,144.99499,Southern Metropolitan,7717,2017
4117,Albert Park,23 Finlay St,5,h,,S,Greg,12/10/2016,3.3,3206,5,2,1,237,126,1970,Port Phillip,-37.8436,144.9557,Southern Metropolitan,3280,2016
4118,Mount Waverley,2/36 Swayfield Rd,3,t,,S,McGrath,6/3/2017,14.2,3149,3,2,2,297,135,2001,Monash,-37.8605,145.12853,Eastern Metropolitan,13366,2017
4119,Melbourne,509/33 MacKenzie St,2,u,,PI,Dingle,7/30/2016,2.8,3000,2,1,1,1751,126,2012,Melbourne,-37.8077,144.9668,Northern Metropolitan,17496,2016
4120,Surrey Hills,53 Broughton Rd,5,h,,S,Fletchers,4/16/2016,11.2,3127,3,2,2,677,126,1948,Whitehorse,-37.8316,145.1049,Southern Metropolitan,5457,2016
4121,Port Melbourne,22 Gellibrand Rd,6,h,,VB,Greg,12/3/2016,3.8,3207,6,4,2,353,126,1970,Port Phillip,-37.8384,144.923,Southern Metropolitan,8648,2016
4122,Richmond,5 Birch Sq,3,h,,VB,Jellis,11/27/2016,2.6,3121,3,2,2,133,174,2000,Yarra,-37.8183,145.0079,Northern Metropolitan,14949,2016
4123,Hawthorn,11/179 Power St,2,u,,S,Jellis,3/18/2017,4.6,3122,2,1,1,0,126,1970,Boroondara,-37.8268,145.0257,Southern Metropolitan,11308,2017
4124,Glen Waverley,2 Wattletree Ct,5,h,,S,Barry,7/22/2017,16.7,3150,5,2,2,803,126,1970,Monash,-37.87942,145.17668,Eastern Metropolitan,15321,2017
4125,Brighton,1/17 Tennyson St,2,u,,PI,RT,10/8/2016,11.2,3186,2,1,1,0,126,1952,Bayside,-37.9225,144.9891,Southern Metropolitan,10579,2016
4126,Northcote,6/229 Westgarth St,1,u,,VB,Haughton,5/13/2017,5.5,3070,1,1,1,0,126,1970,Darebin,-37.7827,145.0113,Northern Metropolitan,11364,2017
4127,Flemington,139 Victoria St,4,h,,SP,Nelson,6/24/2017,3.4,3031,4,2,1,302,126,1928,Moonee Valley,-37.7845,144.93582,Northern Metropolitan,3593,2017
4128,Clifton Hill,119 Roseneath St,2,h,,S,Nelson,10/8/2016,3.4,3068,2,1,1,174,85,1890,Yarra,-37.7928,144.9987,Northern Metropolitan,2954,2016
4129,Murrumbeena,22/41 Murrumbeena Rd,2,u,,SP,Fletchers,11/12/2016,12.1,3163,2,2,2,5289,72,2013,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442,2016
4130,Epping,14 Garth Pl,3,h,,S,HAR,8/12/2017,19.6,3076,3,2,1,210,126,1970,Whittlesea,-37.63463,145.03863,Northern Metropolitan,10926,2017
4131,Gisborne,60 Hamilton St,3,h,,SA,McDonald,6/17/2017,45.9,3437,3,1,2,665,110,1930,Macedon Ranges,-37.48701,144.58567,Northern Victoria,3376,2017
4132,Port Melbourne,37/85 Rouse St,2,u,,PI,RT,9/10/2016,3.8,3207,2,2,1,0,126,2003,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648,2016
4133,Glen Iris,1 Montana St,4,h,,VB,Jellis,8/6/2016,9.2,3146,4,3,4,1258,254,1941,Boroondara,-37.8552,145.082,Southern Metropolitan,10412,2016
4134,Brunswick,15 Cooraminta St,3,h,,PI,Nelson,6/3/2017,5.2,3056,3,2,3,372,126,1970,Moreland,-37.7649,144.96762,Northern Metropolitan,11918,2017
4135,Templestowe Lower,49 Howitt Dr,4,h,,PI,Barry,5/28/2016,13.8,3107,4,1,2,826,126,1960,Manningham,-37.7629,145.112,Eastern Metropolitan,5420,2016
4136,Mont Albert,48 Kenmare St,3,h,,SP,Fletchers,11/7/2016,11.8,3127,3,3,2,1149,225,1920,Whitehorse,-37.812,145.1095,Eastern Metropolitan,2079,2016
4137,Ivanhoe,3/3 Merton St,1,u,,SP,Miles,12/3/2016,7.9,3079,1,1,0,75,126,1970,Banyule,-37.7759,145.043,Eastern Metropolitan,5549,2016
4138,Brunswick West,9 Peacock St,4,h,,S,Ray,8/22/2016,5.9,3055,3,1,1,575,165,1930,Moreland,-37.7575,144.9402,Northern Metropolitan,7082,2016
4139,Brighton East,16b Regent St,3,t,,S,RT,9/24/2016,10.7,3187,2,2,2,496,126,1970,Bayside,-37.9237,145.0075,Southern Metropolitan,6938,2016
4140,Heidelberg,6/542 Upper Heidelberg Rd,2,u,,PI,Barry,8/6/2016,10.6,3084,2,2,1,0,126,2012,Banyule,-37.7506,145.0574,Eastern Metropolitan,2890,2016
4141,West Footscray,2/663 Barkly St,3,u,,SP,Jas,4/8/2017,8.2,3012,2,1,0,183,104,1930,Maribyrnong,-37.7968,144.8708,Western Metropolitan,5058,2017
4142,South Yarra,413/35 Malcolm St,1,u,,PI,hockingstuart,12/3/2016,3.3,3141,1,1,0,14500,126,2011,Stonnington,-37.8372,144.9963,Southern Metropolitan,14887,2016
4143,Glen Iris,2/23 Peace St,3,t,,S,Harcourts,4/29/2017,9.2,3146,3,2,2,184,126,1970,Boroondara,-37.8644,145.063,Southern Metropolitan,10412,2017
4144,Essendon,15 Wright St,3,h,,S,Nelson,5/28/2016,8,3040,3,1,1,429,126,1970,Moonee Valley,-37.7453,144.9183,Western Metropolitan,9264,2016
4145,Preston,118 Wood St,3,h,,PI,hockingstuart,5/13/2017,8.8,3072,3,2,2,670,140,1970,Darebin,-37.7353,145.0232,Northern Metropolitan,14577,2017
4146,Murrumbeena,21 Reid St,3,h,,SP,Woodards,9/23/2017,10.1,3163,3,1,1,586,200,1945,,-37.90584,145.0725,Southern Metropolitan,4442,2017
4147,Avondale Heights,14 Lovett Dr,4,h,,S,Moonee,5/7/2016,10.5,3034,4,3,2,789,126,1970,Moonee Valley,-37.7537,144.8729,Western Metropolitan,4502,2016
4148,Camberwell,1 Trafalgar Rd,4,h,,S,Marshall,8/26/2017,7.7,3124,4,2,2,671,126,1914,,-37.8296,145.06442,Southern Metropolitan,8920,2017
4149,Kew,3/75 Alfred St,2,u,,S,RT,10/15/2016,5.6,3101,2,1,1,0,77,1966,Boroondara,-37.8108,145.0545,Southern Metropolitan,10331,2016
4150,Elwood,11/6 Byron St,1,u,,S,Chisholm,2/25/2017,7.7,3184,1,1,1,0,126,1970,Port Phillip,-37.8766,144.991,Southern Metropolitan,8989,2017
4151,Doncaster,4 Bellara St,3,h,,S,Barry,6/27/2016,13.9,3108,2,1,1,746,126,1970,Manningham,-37.7933,145.1417,Eastern Metropolitan,9028,2016
4152,Clifton Hill,12 Kiewa St,2,h,,SP,Nelson,12/10/2016,3.4,3068,2,1,0,197,126,1970,Yarra,-37.7924,145.0002,Northern Metropolitan,2954,2016
4153,Brighton,8 Dendy St,3,h,,S,Nick,8/28/2016,11.2,3186,4,2,2,366,126,1970,Bayside,-37.9193,144.9898,Southern Metropolitan,10579,2016
4154,Keilor Downs,2 Ajax Cl,4,h,,S,Brad,9/9/2017,15.5,3038,4,2,2,660,177,1985,,-37.72086,144.794,Western Metropolitan,3656,2017
4155,Windsor,4 Erica St,2,h,,S,Kay,11/27/2016,5.1,3181,2,1,2,181,126,1970,Stonnington,-37.8549,145.0006,Southern Metropolitan,4380,2016
4156,Murrumbeena,13 Churchill Cl,3,h,,S,Woodards,6/3/2017,10.1,3163,3,2,2,335,126,1970,Glen Eira,-37.90423,145.06168,Southern Metropolitan,4442,2017
4157,Carnegie,3/35 Moonya Rd,2,u,,PI,Ray,9/10/2016,11.4,3163,2,1,1,109,126,1970,Glen Eira,-37.8971,145.0597,Southern Metropolitan,7822,2016
4158,Pascoe Vale,1/23 Stewart St,2,h,,S,hockingstuart,5/7/2016,9.9,3044,2,1,1,253,126,2000,Moreland,-37.7286,144.9249,Northern Metropolitan,7485,2016
4159,Surrey Hills,4/40 Durham Rd,3,u,,SP,Noel,6/17/2017,10.2,3127,2,1,1,149,126,1970,Boroondara,-37.82971,145.09007,Southern Metropolitan,5457,2017
4160,Camberwell,114 Through Rd,3,h,,S,Nelson,5/6/2017,7.8,3124,3,1,2,643,116,1920,Boroondara,-37.8405,145.0924,Southern Metropolitan,8920,2017
4161,Craigieburn,7 Perisher Dr,3,h,,S,Ray,6/24/2017,20.6,3064,3,2,2,263,165,2008,Hume,-37.57307,144.92513,Northern Metropolitan,15510,2017
4162,Cheltenham,1/21 Kayden St,2,u,,S,Buxton,5/27/2017,17.9,3192,2,1,1,1078,94,1972,Kingston,-37.95745,145.07219,Southern Metropolitan,9758,2017
4163,Sunshine North,25 Downing St,3,h,,S,Douglas,5/13/2017,13.3,3020,3,1,2,551,126,1970,Brimbank,-37.771,144.8389,Western Metropolitan,4217,2017
4164,Fairfield,125 Grange Rd,3,h,,PI,Jellis,3/18/2017,5.8,3078,3,2,1,743,126,1970,Darebin,-37.7728,145.026,Northern Metropolitan,2970,2017
4165,Altona North,131 Chambers Rd,3,h,,S,Greg,7/22/2017,9.4,3025,3,1,1,276,126,1970,Hobsons Bay,-37.82787,144.84364,Western Metropolitan,5132,2017
4166,Essendon,31 Elder Pde,3,h,,PI,Red,5/28/2016,8,3040,3,2,3,440,190,1930,Moonee Valley,-37.7524,144.9074,Western Metropolitan,9264,2016
4167,Cheltenham,31 Eden St,4,h,,S,Buxton,6/24/2017,17.9,3192,4,2,4,712,126,1960,Kingston,-37.97145,145.06132,Southern Metropolitan,9758,2017
4168,Glen Iris,21 Beatrice St,3,h,,S,hockingstuart,6/27/2016,9.2,3146,3,1,2,685,143,1941,Boroondara,-37.8538,145.0842,Southern Metropolitan,10412,2016
4169,Albion,28 Selwyn St,2,h,,S,Barry,6/27/2016,13.9,3020,2,1,1,497,126,1970,Brimbank,-37.7806,144.8159,Western Metropolitan,2185,2016
4170,Moorabbin,23 Franklin St,4,h,,S,Buxton,3/18/2017,14.6,3189,4,2,1,603,140,1955,Kingston,-37.9381,145.0534,Southern Metropolitan,2555,2017
4171,Camberwell,64A Christowel St,2,h,,S,Noel,2/25/2017,7.8,3124,2,1,2,400,126,1970,Boroondara,-37.8393,145.0662,Southern Metropolitan,8920,2017
4172,Port Melbourne,304/38 Nott St,2,u,,S,Cayzer,8/6/2016,3.8,3207,2,2,1,579,84,2013,Melbourne,-37.8416,144.9381,Southern Metropolitan,8648,2016
4173,Doncaster,394 Manningham Rd,3,h,,S,Barry,11/27/2016,13.9,3108,3,2,2,649,150,1965,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028,2016
4174,Carnegie,1/38 Neville St,3,u,,S,Woodards,9/10/2016,11.4,3163,3,1,2,0,170,1925,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822,2016
